date,home_team,away_team,home_xg,away_xg,league,season
2025-08-08,Birmingham,Ipswich,1.13,1.26,Championship,2025
2025-08-09,Southampton,Wrexham,4.14,1.88,Championship,2025
2025-08-09,Charlton,Watford,1.16,0.72,Championship,2025
2025-08-09,Coventry,Hull City,1.43,0.43,Championship,2025
2025-08-09,West Brom,Blackburn,1.19,0.71,Championship,2025
2025-08-09,Middlesbrough,Swansea,0.35,0.1,Championship,2025
2025-08-09,Norwich,Millwall,1.04,2.09,Championship,2025
2025-08-09,QPR,Preston,0.94,0.84,Championship,2025
2025-08-09,Stoke City,Derby,1.09,0.39,Championship,2025
2025-08-09,Oxford United,Portsmouth,1.36,1.21,Championship,2025
2025-08-09,Sheffield Utd,Bristol City,2.3,1.3,Championship,2025
2025-08-10,Leicester,Sheffield Wednesday,2.54,0.62,Championship,2025
2025-08-16,Derby,Coventry,1.43,3.24,Championship,2025
2025-08-16,Portsmouth,Norwich,1.76,1.96,Championship,2025
2025-08-16,Wrexham,West Brom,2.01,2.37,Championship,2025
2025-08-16,Watford,QPR,2.06,0.5,Championship,2025
2025-08-16,Bristol City,Charlton,0.73,0.96,Championship,2025
2025-08-16,Millwall,Middlesbrough,0.6,0.99,Championship,2025
2025-08-16,Preston,Leicester,2.48,0.92,Championship,2025
2025-08-16,Blackburn,Birmingham,0.43,2.0,Championship,2025
2025-08-16,Sheffield Wednesday,Stoke City,1.5,2.06,Championship,2025
2025-08-16,Swansea,Sheffield Utd,1.34,0.58,Championship,2025
2025-08-17,Ipswich,Southampton,1.64,0.75,Championship,2025
2025-08-17,Hull City,Oxford United,1.91,1.02,Championship,2025
2025-08-22,Derby,Bristol City,0.47,0.76,Championship,2025
2025-08-23,Hull City,Blackburn,0.52,3.03,Championship,2025
2025-08-23,Swansea,Watford,0.68,0.41,Championship,2025
2025-08-23,Charlton,Leicester,1.63,0.49,Championship,2025
2025-08-23,Southampton,Stoke City,2.59,1.5,Championship,2025
2025-08-23,Birmingham,Oxford United,1.65,0.38,Championship,2025
2025-08-23,Preston,Ipswich,0.84,1.39,Championship,2025
2025-08-23,West Brom,Portsmouth,0.59,0.94,Championship,2025
2025-08-23,Sheffield Utd,Millwall,1.3,1.4,Championship,2025
2025-08-23,Norwich,Middlesbrough,1.18,1.51,Championship,2025
2025-08-23,Coventry,QPR,1.27,0.61,Championship,2025
2025-08-23,Wrexham,Sheffield Wednesday,1.3,2.67,Championship,2025
2025-08-29,Leicester,Birmingham,0.56,0.83,Championship,2025
2025-08-30,Middlesbrough,Sheffield Utd,1.09,0.44,Championship,2025
2025-08-30,QPR,Charlton,1.43,0.84,Championship,2025
2025-08-30,Stoke City,West Brom,0.95,0.66,Championship,2025
2025-08-30,Watford,Southampton,0.55,1.81,Championship,2025
2025-08-30,Bristol City,Hull City,3.49,2.6,Championship,2025
2025-08-30,Ipswich,Derby,2.91,1.48,Championship,2025
2025-08-30,Millwall,Wrexham,1.76,0.55,Championship,2025
2025-08-30,Blackburn,Norwich,1.92,2.09,Championship,2025
2025-08-30,Sheffield Wednesday,Swansea,0.45,1.31,Championship,2025
2025-08-30,Oxford United,Coventry,1.04,1.74,Championship,2025
2025-08-30,Portsmouth,Preston,1.58,1.01,Championship,2025
2025-09-12,Ipswich,Sheffield Utd,2.33,0.42,Championship,2025
2025-09-13,Preston,Middlesbrough,0.75,1.52,Championship,2025
2025-09-13,Charlton,Millwall,0.73,1.03,Championship,2025
2025-09-13,Oxford United,Leicester,2.1,0.84,Championship,2025
2025-09-13,Watford,Blackburn,0.75,1.45,Championship,2025
2025-09-13,West Brom,Derby,1.15,0.32,Championship,2025
2025-09-13,Sheffield Wednesday,Bristol City,0.83,1.39,Championship,2025
2025-09-13,Stoke City,Birmingham,0.49,0.52,Championship,2025
2025-09-13,Swansea,Hull City,1.0,1.61,Championship,2025
2025-09-13,Coventry,Norwich,3.68,0.18,Championship,2025
2025-09-13,Wrexham,QPR,2.02,1.43,Championship,2025
2025-09-14,Southampton,Portsmouth,1.18,0.94,Championship,2025
2025-09-19,Middlesbrough,West Brom,0.96,0.89,Championship,2025
2025-09-20,Leicester,Coventry,1.22,0.41,Championship,2025
2025-09-20,Birmingham,Swansea,2.41,1.43,Championship,2025
2025-09-20,QPR,Stoke City,1.33,1.09,Championship,2025
2025-09-20,Sheffield Utd,Charlton,0.6,0.77,Championship,2025
2025-09-20,Hull City,Southampton,2.13,1.07,Championship,2025
2025-09-20,Derby,Preston,0.34,0.9,Championship,2025
2025-09-20,Norwich,Wrexham,2.34,1.3,Championship,2025
2025-09-20,Portsmouth,Sheffield Wednesday,1.74,1.07,Championship,2025
2025-09-21,Bristol City,Oxford United,1.18,1.72,Championship,2025
2025-09-22,Millwall,Watford,0.7,0.76,Championship,2025
2025-09-26,West Brom,Leicester,1.64,0.94,Championship,2025
2025-09-27,Swansea,Millwall,1.34,0.88,Championship,2025
2025-09-27,Coventry,Birmingham,2.13,0.19,Championship,2025
2025-09-27,Wrexham,Derby,0.89,0.64,Championship,2025
2025-09-27,Watford,Hull City,2.82,0.86,Championship,2025
2025-09-27,Southampton,Middlesbrough,0.85,0.29,Championship,2025
2025-09-27,Ipswich,Portsmouth,1.53,0.89,Championship,2025
2025-09-27,Preston,Bristol City,0.42,2.32,Championship,2025
2025-09-27,Sheffield Wednesday,QPR,1.41,2.17,Championship,2025
2025-09-27,Stoke City,Norwich,1.85,1.32,Championship,2025
2025-09-27,Charlton,Blackburn,1.47,0.55,Championship,2025
2025-09-27,Oxford United,Sheffield Utd,1.14,0.48,Championship,2025
2025-09-30,Leicester,Wrexham,1.07,0.91,Championship,2025
2025-09-30,Birmingham,Sheffield Wednesday,1.33,0.42,Championship,2025
2025-09-30,Bristol City,Ipswich,1.38,1.38,Championship,2025
2025-09-30,Sheffield Utd,Southampton,0.9,2.02,Championship,2025
2025-09-30,Hull City,Preston,1.82,1.43,Championship,2025
2025-09-30,Blackburn,Swansea,0.61,0.46,Championship,2025
2025-09-30,Middlesbrough,Stoke City,0.61,1.2,Championship,2025
2025-09-30,Derby,Charlton,1.81,0.6,Championship,2025
2025-10-01,Millwall,Coventry,1.33,3.6,Championship,2025
2025-10-01,Norwich,West Brom,1.62,0.96,Championship,2025
2025-10-01,Portsmouth,Watford,1.12,1.88,Championship,2025
2025-10-01,QPR,Oxford United,0.77,0.37,Championship,2025
2025-10-03,Wrexham,Birmingham,1.74,1.36,Championship,2025
2025-10-04,Hull City,Sheffield Utd,0.45,2.52,Championship,2025
2025-10-04,Blackburn,Stoke City,1.88,0.81,Championship,2025
2025-10-04,Sheffield Wednesday,Coventry,1.05,4.94,Championship,2025
2025-10-04,Watford,Oxford United,2.65,1.38,Championship,2025
2025-10-04,Bristol City,QPR,1.21,0.48,Championship,2025
2025-10-04,Millwall,West Brom,0.77,0.42,Championship,2025
2025-10-04,Preston,Charlton,1.81,0.54,Championship,2025
2025-10-04,Derby,Southampton,1.36,1.06,Championship,2025
2025-10-04,Swansea,Leicester,1.84,1.65,Championship,2025
2025-10-04,Portsmouth,Middlesbrough,0.48,1.0,Championship,2025
2025-10-05,Ipswich,Norwich,1.8,0.46,Championship,2025
2025-10-17,Middlesbrough,Ipswich,1.86,1.97,Championship,2025
2025-10-18,Southampton,Swansea,3.1,0.2,Championship,2025
2025-10-18,QPR,Millwall,1.87,1.64,Championship,2025
2025-10-18,Oxford United,Derby,2.17,0.25,Championship,2025
2025-10-18,Birmingham,Hull City,2.85,1.15,Championship,2025
2025-10-18,West Brom,Preston,1.3,1.39,Championship,2025
2025-10-18,Sheffield Utd,Watford,2.11,1.09,Championship,2025
2025-10-18,Norwich,Bristol City,0.58,2.06,Championship,2025
2025-10-18,Stoke City,Wrexham,0.61,0.59,Championship,2025
2025-10-18,Charlton,Sheffield Wednesday,1.56,1.64,Championship,2025
2025-10-18,Coventry,Blackburn,0.88,1.14,Championship,2025
2025-10-18,Leicester,Portsmouth,1.53,0.87,Championship,2025
2025-10-21,Ipswich,Charlton,2.19,1.43,Championship,2025
2025-10-21,Millwall,Stoke City,1.48,0.44,Championship,2025
2025-10-21,Preston,Birmingham,1.34,0.83,Championship,2025
2025-10-21,Hull City,Leicester,1.52,1.48,Championship,2025
2025-10-21,Blackburn,Sheffield Utd,0.79,1.13,Championship,2025
2025-10-21,Derby,Norwich,0.95,1.11,Championship,2025
2025-10-21,Portsmouth,Coventry,0.63,2.41,Championship,2025
2025-10-21,Bristol City,Southampton,1.63,2.18,Championship,2025
2025-10-22,Watford,West Brom,0.86,0.63,Championship,2025
2025-10-22,Swansea,QPR,0.44,2.24,Championship,2025
2025-10-22,Wrexham,Oxford United,0.77,0.15,Championship,2025
2025-10-22,Sheffield Wednesday,Middlesbrough,0.7,1.57,Championship,2025
2025-10-24,Preston,Sheffield Utd,1.57,2.37,Championship,2025
2025-10-25,Ipswich,West Brom,2.22,0.39,Championship,2025
2025-10-25,Coventry,Watford,1.31,2.61,Championship,2025
2025-10-25,Portsmouth,Stoke City,1.83,0.9,Championship,2025
2025-10-25,Bristol City,Birmingham,0.27,0.69,Championship,2025
2025-10-25,Millwall,Leicester,1.51,0.76,Championship,2025
2025-10-25,Hull City,Charlton,1.11,1.95,Championship,2025
2025-10-25,Blackburn,Southampton,3.2,1.67,Championship,2025
2025-10-25,Derby,QPR,1.67,0.38,Championship,2025
