date,home_team,away_team,home_xg,away_xg,league,season
2023-08-11,FC Volendam,Vitesse,0.76,1.42,Eredivisie,2023
2023-08-12,PSV Eindhoven,Utrecht,1.63,0.71,Eredivisie,2023
2023-08-12,Heerenveen,Waalwijk,1.25,2.22,Eredivisie,2023
2023-08-12,Ajax,Heracles,3.53,0.89,Eredivisie,2023
2023-08-12,PEC Zwolle,Sparta Rotterdam,1.21,1.36,Eredivisie,2023
2023-08-13,NEC Nijmegen,Excelsior,0.81,1.28,Eredivisie,2023
2023-08-13,AZ Alkmaar,GO Ahead Eagles,3.16,0.59,Eredivisie,2023
2023-08-13,Feyenoord,Fortuna Sittard,1.35,1.16,Eredivisie,2023
2023-08-13,Almere City FC,Twente,0.56,1.75,Eredivisie,2023
2023-08-18,Heracles,NEC Nijmegen,1.03,1.04,Eredivisie,2023
2023-08-19,Excelsior,Ajax,1.46,3.09,Eredivisie,2023
2023-08-19,Vitesse,PSV Eindhoven,1.96,2.25,Eredivisie,2023
2023-08-19,Fortuna Sittard,Almere City FC,1.37,0.92,Eredivisie,2023
2023-08-19,GO Ahead Eagles,FC Volendam,0.54,1.45,Eredivisie,2023
2023-08-20,Utrecht,Heerenveen,0.86,0.5,Eredivisie,2023
2023-08-20,Twente,PEC Zwolle,1.61,1.81,Eredivisie,2023
2023-08-20,Sparta Rotterdam,Feyenoord,0.8,2.09,Eredivisie,2023
2023-08-20,Waalwijk,AZ Alkmaar,1.82,1.39,Eredivisie,2023
2023-08-26,NEC Nijmegen,Waalwijk,2.08,1.26,Eredivisie,2023
2023-08-26,Excelsior,Fortuna Sittard,1.71,1.24,Eredivisie,2023
2023-08-27,PEC Zwolle,Utrecht,1.15,0.36,Eredivisie,2023
2023-08-27,Feyenoord,Almere City FC,4.44,1.28,Eredivisie,2023
2023-08-27,Heerenveen,Sparta Rotterdam,2.33,2.07,Eredivisie,2023
2023-09-01,Sparta Rotterdam,NEC Nijmegen,1.97,0.46,Eredivisie,2023
2023-09-02,Almere City FC,PEC Zwolle,0.69,0.53,Eredivisie,2023
2023-09-02,GO Ahead Eagles,Heerenveen,3.4,1.27,Eredivisie,2023
2023-09-02,Waalwijk,PSV Eindhoven,0.97,1.74,Eredivisie,2023
2023-09-02,Heracles,Excelsior,1.35,0.45,Eredivisie,2023
2023-09-03,Utrecht,Feyenoord,0.55,4.11,Eredivisie,2023
2023-09-03,Fortuna Sittard,Ajax,1.41,0.37,Eredivisie,2023
2023-09-03,FC Volendam,Twente,0.41,1.37,Eredivisie,2023
2023-09-03,Vitesse,AZ Alkmaar,0.15,1.51,Eredivisie,2023
2023-09-16,Feyenoord,Heerenveen,3.24,0.67,Eredivisie,2023
2023-09-16,Vitesse,Waalwijk,0.71,2.0,Eredivisie,2023
2023-09-16,PSV Eindhoven,NEC Nijmegen,5.5,0.24,Eredivisie,2023
2023-09-16,Fortuna Sittard,FC Volendam,2.7,0.27,Eredivisie,2023
2023-09-16,Heracles,Utrecht,1.04,1.55,Eredivisie,2023
2023-09-17,PEC Zwolle,GO Ahead Eagles,2.94,0.98,Eredivisie,2023
2023-09-17,Excelsior,Almere City FC,0.84,1.95,Eredivisie,2023
2023-09-17,Twente,Ajax,2.8,0.83,Eredivisie,2023
2023-09-17,AZ Alkmaar,Sparta Rotterdam,1.53,0.71,Eredivisie,2023
2023-09-22,GO Ahead Eagles,Fortuna Sittard,2.2,1.17,Eredivisie,2023
2023-09-23,FC Volendam,Heracles,2.08,1.41,Eredivisie,2023
2023-09-23,NEC Nijmegen,Utrecht,2.34,1.91,Eredivisie,2023
2023-09-23,Almere City FC,PSV Eindhoven,0.4,3.53,Eredivisie,2023
2023-09-23,Heerenveen,Excelsior,0.78,0.91,Eredivisie,2023
2023-09-24,Sparta Rotterdam,Vitesse,1.47,0.33,Eredivisie,2023
2023-09-24,PEC Zwolle,AZ Alkmaar,0.81,0.98,Eredivisie,2023
2023-09-24,Waalwijk,Twente,0.38,0.53,Eredivisie,2023
2023-09-27,Ajax,Feyenoord,0.3,2.65,Eredivisie,2023
2023-09-27,PSV Eindhoven,GO Ahead Eagles,3.37,0.8,Eredivisie,2023
2023-09-27,Twente,Vitesse,1.76,1.21,Eredivisie,2023
2023-09-28,AZ Alkmaar,Heracles,2.66,0.76,Eredivisie,2023
2023-09-30,Feyenoord,GO Ahead Eagles,3.37,0.33,Eredivisie,2023
2023-09-30,PSV Eindhoven,FC Volendam,3.97,0.8,Eredivisie,2023
2023-09-30,Utrecht,Almere City FC,0.73,1.96,Eredivisie,2023
2023-09-30,Twente,Heerenveen,0.68,0.39,Eredivisie,2023
2023-10-01,NEC Nijmegen,Vitesse,1.11,1.25,Eredivisie,2023
2023-10-01,Excelsior,Sparta Rotterdam,1.5,0.44,Eredivisie,2023
2023-10-01,Heracles,PEC Zwolle,2.53,1.61,Eredivisie,2023
2023-10-01,AZ Alkmaar,Fortuna Sittard,2.29,0.54,Eredivisie,2023
2023-10-06,FC Volendam,Utrecht,2.64,0.63,Eredivisie,2023
2023-10-07,Heerenveen,NEC Nijmegen,2.12,1.03,Eredivisie,2023
2023-10-07,Almere City FC,Waalwijk,2.24,0.55,Eredivisie,2023
2023-10-07,GO Ahead Eagles,Heracles,1.67,1.8,Eredivisie,2023
2023-10-07,Vitesse,Excelsior,1.36,0.94,Eredivisie,2023
2023-10-08,PEC Zwolle,Feyenoord,0.74,2.22,Eredivisie,2023
2023-10-08,Ajax,AZ Alkmaar,0.23,1.7,Eredivisie,2023
2023-10-08,Fortuna Sittard,Twente,0.1,1.77,Eredivisie,2023
2023-10-08,Sparta Rotterdam,PSV Eindhoven,0.29,4.14,Eredivisie,2023
2023-10-21,PSV Eindhoven,Fortuna Sittard,1.18,0.82,Eredivisie,2023
2023-10-21,Waalwijk,FC Volendam,0.61,1.39,Eredivisie,2023
2023-10-21,NEC Nijmegen,Almere City FC,1.25,0.88,Eredivisie,2023
2023-10-21,AZ Alkmaar,Heerenveen,1.41,0.37,Eredivisie,2023
2023-10-21,Feyenoord,Vitesse,2.82,0.12,Eredivisie,2023
2023-10-22,Utrecht,Ajax,2.03,1.74,Eredivisie,2023
2023-10-22,Excelsior,PEC Zwolle,2.17,1.16,Eredivisie,2023
2023-10-22,Heracles,Twente,1.64,2.25,Eredivisie,2023
2023-10-22,GO Ahead Eagles,Sparta Rotterdam,0.72,0.57,Eredivisie,2023
2023-10-27,Vitesse,PEC Zwolle,2.54,0.19,Eredivisie,2023
2023-10-28,Heerenveen,Heracles,1.85,0.72,Eredivisie,2023
2023-10-28,Almere City FC,GO Ahead Eagles,0.82,0.52,Eredivisie,2023
2023-10-28,Sparta Rotterdam,Waalwijk,1.76,1.02,Eredivisie,2023
2023-10-28,Fortuna Sittard,Utrecht,1.68,0.91,Eredivisie,2023
2023-10-29,Twente,Feyenoord,1.5,1.48,Eredivisie,2023
2023-10-29,PSV Eindhoven,Ajax,4.31,1.99,Eredivisie,2023
2023-10-29,FC Volendam,Excelsior,3.72,1.42,Eredivisie,2023
2023-11-02,Ajax,FC Volendam,2.76,0.8,Eredivisie,2023
2023-11-04,Heracles,PSV Eindhoven,0.77,5.09,Eredivisie,2023
2023-11-04,Excelsior,AZ Alkmaar,1.95,0.79,Eredivisie,2023
2023-11-04,Waalwijk,Feyenoord,0.48,4.19,Eredivisie,2023
2023-11-04,GO Ahead Eagles,Vitesse,2.67,0.59,Eredivisie,2023
