fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1575462,2026-08-15,Rio Ave,FC Porto,0.67,2.0,PrimeiraLiga,2026
1575461,2026-08-16,Nacional,Estoril,2.03,0.86,PrimeiraLiga,2026
1575457,2026-08-16,Arouca,Moreirense,2.24,0.5,PrimeiraLiga,2026
1575460,2026-08-16,Famalicao,Maritimo,0.71,1.64,PrimeiraLiga,2026
1575459,2026-08-17,Casa Pia,Benfica,0.17,2.84,PrimeiraLiga,2026
1575468,2026-08-22,Maritimo,Academico Viseu,1.28,1.84,PrimeiraLiga,2026
1575464,2026-08-22,Estoril,Rio Ave,1.16,0.7,PrimeiraLiga,2026
1575471,2026-08-22,Sporting CP,Alverca,0.24,0.04,PrimeiraLiga,2026
1575472,2026-08-23,Vitória SC,Nacional,3.14,0.42,PrimeiraLiga,2026
1575470,2026-08-23,Santa Clara,Famalicao,1.36,1.05,PrimeiraLiga,2026
1575466,2026-08-23,FC Porto,Arouca,3.0,0.54,PrimeiraLiga,2026
1575447,2026-08-07,Estoril,Famalicao,1.06,1.47,PrimeiraLiga,2026
1575451,2026-08-08,Maritimo,Casa Pia,1.39,0.67,PrimeiraLiga,2026
1575454,2026-08-08,Vitória SC,Arouca,2.28,0.43,PrimeiraLiga,2026
1575448,2026-08-08,Estrela,Sporting CP,1.1,2.63,PrimeiraLiga,2026
1575449,2026-08-09,FC Porto,Alverca,2.61,1.6,PrimeiraLiga,2026
1575446,2026-08-09,Benfica,Academico Viseu,3.44,1.07,PrimeiraLiga,2026
1575452,2026-08-09,Moreirense,SC Braga,0.22,1.32,PrimeiraLiga,2026
1575450,2026-08-09,GIL Vicente,Rio Ave,1.66,0.19,PrimeiraLiga,2026
1575453,2026-08-10,Santa Clara,Nacional,1.74,1.23,PrimeiraLiga,2026
1575463,2026-08-14,Sporting CP,Vitória SC,1.14,1.24,PrimeiraLiga,2026
1575456,2026-08-15,Alverca,Estrela,1.94,1.36,PrimeiraLiga,2026
1575455,2026-08-15,Academico Viseu,Santa Clara,0.58,1.27,PrimeiraLiga,2026
1575462,2026-08-15,Rio Ave,FC Porto,0.67,2.0,PrimeiraLiga,2026
1575461,2026-08-16,Nacional,Estoril,2.03,0.86,PrimeiraLiga,2026
1575457,2026-08-16,Arouca,Moreirense,2.24,0.5,PrimeiraLiga,2026
1575460,2026-08-16,Famalicao,Maritimo,0.71,1.64,PrimeiraLiga,2026
1575459,2026-08-17,Casa Pia,Benfica,0.17,2.84,PrimeiraLiga,2026
1575468,2026-08-22,Maritimo,Academico Viseu,1.28,1.84,PrimeiraLiga,2026
1575464,2026-08-22,Estoril,Rio Ave,1.16,0.7,PrimeiraLiga,2026
1575471,2026-08-22,Sporting CP,Alverca,2.12,0.41,PrimeiraLiga,2026
1575472,2026-08-23,Vitória SC,Nacional,3.14,0.42,PrimeiraLiga,2026
1575470,2026-08-23,Santa Clara,Famalicao,1.36,1.05,PrimeiraLiga,2026
1575466,2026-08-23,FC Porto,Arouca,2.92,0.54,PrimeiraLiga,2026
1575467,2026-08-24,GIL Vicente,Casa Pia,1.74,0.76,PrimeiraLiga,2026
1575481,2026-08-28,Rio Ave,Sporting CP,0.47,1.66,PrimeiraLiga,2026
1575475,2026-08-29,Arouca,Maritimo,1.65,0.67,PrimeiraLiga,2026
1575474,2026-08-29,Alverca,Santa Clara,0.41,1.41,PrimeiraLiga,2026
1575473,2026-08-29,Academico Viseu,FC Porto,0.8,1.47,PrimeiraLiga,2026
1575480,2026-08-30,Nacional,Estrela,0.83,2.1,PrimeiraLiga,2026
1575478,2026-08-30,Casa Pia,Moreirense,0.77,0.28,PrimeiraLiga,2026
1575479,2026-08-30,Famalicao,GIL Vicente,0.23,0.28,PrimeiraLiga,2026
