Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
13/07/2017,Fluminense,Botafogo RJ,0,1,A,2.1,3.34,4.03
13/07/2017,Athletico-PR,Cruzeiro,0,2,A,2.73,3.33,2.79
13/07/2017,Palmeiras,Corinthians,0,2,A,2.24,3.4,3.52
13/07/2017,Vitoria,Vasco,1,4,A,1.89,3.73,4.38
13/07/2017,Flamengo RJ,Gremio,0,1,A,1.88,3.65,4.57
13/07/2017,Sao Paulo,Atletico GO,2,2,D,1.39,5,9.24
13/07/2017,Sport Recife,Chapecoense-SC,3,0,H,1.96,3.64,4.15
14/07/2017,Avai,Coritiba,1,4,A,2.73,3.17,2.91
15/07/2017,Corinthians,Athletico-PR,2,2,D,1.5,4.32,8
16/07/2017,Palmeiras,Vitoria,4,2,H,1.28,5.95,13.3
16/07/2017,Atletico GO,Atletico-MG,1,2,A,3.35,3.55,2.25
16/07/2017,Chapecoense-SC,Sao Paulo,2,0,H,2.74,3.34,2.78
16/07/2017,Cruzeiro,Flamengo RJ,1,1,D,2.44,3.33,3.18
16/07/2017,Gremio,Ponte Preta,3,1,H,1.53,4.24,7.34
16/07/2017,Vasco,Santos,0,0,D,2.51,3.39,3.01
16/07/2017,Bahia,Avai,1,1,D,1.5,4.19,8.5
16/07/2017,Coritiba,Fluminense,1,2,A,2.06,3.51,3.93
18/07/2017,Botafogo RJ,Sport Recife,2,1,H,2.01,3.45,4.23
19/07/2017,Santos,Chapecoense-SC,1,0,H,1.72,3.84,5.44
19/07/2017,Vitoria,Gremio,1,3,A,3.14,3.38,2.43
20/07/2017,Avai,Corinthians,0,0,D,4.35,3.34,2.02
20/07/2017,Ponte Preta,Coritiba,4,0,H,1.96,3.41,4.52
20/07/2017,Atletico-MG,Bahia,0,2,A,1.79,3.63,5.18
20/07/2017,Flamengo RJ,Palmeiras,2,2,D,1.8,3.78,4.86
20/07/2017,Sao Paulo,Vasco,1,0,H,1.55,4.35,6.71
20/07/2017,Fluminense,Cruzeiro,1,1,D,2.51,3.41,3
21/07/2017,Sport Recife,Atletico GO,4,0,H,1.49,4.44,7.77
21/07/2017,Athletico-PR,Botafogo RJ,0,0,D,2.29,3.2,3.62
22/07/2017,Vitoria,Chapecoense-SC,1,2,A,2.16,3.51,3.6
22/07/2017,Flamengo RJ,Coritiba,2,1,H,1.4,4.86,9.31
23/07/2017,Santos,Bahia,3,0,H,1.99,3.41,4.35
23/07/2017,Avai,Cruzeiro,1,0,H,4.17,3.35,2.05
23/07/2017,Fluminense,Corinthians,0,1,A,2.82,3.36,2.68
23/07/2017,Sport Recife,Palmeiras,0,2,A,2.2,3.53,3.48
23/07/2017,Atletico GO,Botafogo RJ,1,1,D,2.44,3.15,3.36
23/07/2017,Atletico-MG,Vasco,1,2,A,1.74,3.83,5.35
23/07/2017,Athletico-PR,Ponte Preta,0,2,A,2.29,3.26,3.55
25/07/2017,Sao Paulo,Gremio,1,1,D,2.4,3.34,3.24
29/07/2017,Botafogo RJ,Sao Paulo,3,4,A,2.56,3.32,3
29/07/2017,Palmeiras,Avai,2,0,H,1.31,5.45,12.4
30/07/2017,Chapecoense-SC,Atletico GO,1,2,A,1.55,4.27,6.83
30/07/2017,Bahia,Sport Recife,1,3,A,1.63,3.93,6.31
30/07/2017,Corinthians,Flamengo RJ,1,1,D,2.58,3.19,3.08
30/07/2017,Coritiba,Atletico-MG,0,2,A,2.41,3.25,3.3
30/07/2017,Cruzeiro,Vitoria,0,0,D,1.43,4.73,8.67
30/07/2017,Gremio,Santos,1,1,D,1.7,3.64,6.09
01/08/2017,Vasco,Athletico-PR,0,1,A,2.57,3.05,3.24
02/08/2017,Chapecoense-SC,Bahia,1,1,D,1.94,3.49,4.5
02/08/2017,Sport Recife,Fluminense,2,2,D,1.81,3.76,4.8
03/08/2017,Atletico-MG,Corinthians,0,2,A,2.26,3.38,3.49
03/08/2017,Vitoria,Ponte Preta,3,1,H,2.31,3.4,3.36
03/08/2017,Atletico GO,Gremio,0,1,A,3.7,3.48,2.14
03/08/2017,Botafogo RJ,Palmeiras,1,2,A,2.86,3.19,2.77
03/08/2017,Santos,Flamengo RJ,3,2,H,3,3.27,2.59
03/08/2017,Athletico-PR,Avai,5,0,H,1.71,3.56,6.24
03/08/2017,Sao Paulo,Coritiba,1,2,A,1.41,4.74,9.69
04/08/2017,Vasco,Cruzeiro,0,3,A,3.44,3.18,2.38
05/08/2017,Corinthians,Sport Recife,3,1,H,1.51,4.25,7.98
05/08/2017,Fluminense,Atletico GO,3,1,H,1.64,4.18,5.7
06/08/2017,Flamengo RJ,Vitoria,0,2,A,1.3,5.72,12
06/08/2017,Bahia,Sao Paulo,2,1,H,2.73,3.41,2.73
06/08/2017,Coritiba,Chapecoense-SC,2,0,H,1.87,3.59,4.72
06/08/2017,Cruzeiro,Botafogo RJ,0,0,D,1.49,4.28,8.37
06/08/2017,Gremio,Atletico-MG,2,0,H,1.65,4.02,5.87
06/08/2017,Palmeiras,Athletico-PR,0,1,A,1.65,3.89,6.25
06/08/2017,Avai,Santos,0,0,D,3.43,3.33,2.31
06/08/2017,Ponte Preta,Vasco,0,0,D,1.68,3.78,6.03
10/08/2017,Ponte Preta,Fluminense,0,0,D,2.28,3.49,3.33
12/08/2017,Atletico GO,Coritiba,1,0,H,2.36,3.26,3.39
12/08/2017,Vitoria,Avai,0,1,A,1.65,4.03,5.88
13/08/2017,Sao Paulo,Cruzeiro,3,2,H,1.98,3.34,4.52
13/08/2017,Atletico-MG,Flamengo RJ,2,0,H,2.59,3.31,2.98
13/08/2017,Sport Recife,Ponte Preta,0,0,D,1.68,3.91,5.72
13/08/2017,Vasco,Palmeiras,1,1,D,3.6,3.3,2.25
13/08/2017,Athletico-PR,Bahia,4,1,H,2.05,3.37,4.16
13/08/2017,Botafogo RJ,Gremio,1,0,H,2.54,3.27,3.07
15/08/2017,Santos,Fluminense,0,0,D,1.99,3.64,3.94
19/08/2017,Corinthians,Vitoria,0,1,A,1.42,4.77,9
19/08/2017,Flamengo RJ,Atletico GO,2,0,H,1.42,4.87,8.56
20/08/2017,Gremio,Athletico-PR,0,0,D,1.96,3.25,4.8
20/08/2017,Avai,Sao Paulo,1,1,D,4.04,3.32,2.1
20/08/2017,Bahia,Vasco,3,0,H,1.92,3.57,4.49
20/08/2017,Cruzeiro,Sport Recife,2,0,H,1.7,3.86,5.58
20/08/2017,Ponte Preta,Botafogo RJ,2,1,H,1.72,3.61,5.93
20/08/2017,Coritiba,Santos,0,0,D,2.53,3.28,3.08
20/08/2017,Palmeiras,Chapecoense-SC,0,2,A,1.51,4.27,7.88
22/08/2017,Fluminense,Atletico-MG,2,1,H,2.28,3.41,3.46
23/08/2017,Chapecoense-SC,Corinthians,0,1,A,2.84,3.12,2.84
26/08/2017,Fluminense,Vasco,0,1,A,2.11,3.34,3.9
26/08/2017,Corinthians,Atletico GO,0,1,A,1.37,4.93,10.8
27/08/2017,Bahia,Botafogo RJ,1,2,A,2.05,3.47,4
27/08/2017,Flamengo RJ,Athletico-PR,2,0,H,1.54,4.26,7.1
27/08/2017,Palmeiras,Sao Paulo,4,2,H,2.09,3.43,3.94
27/08/2017,Ponte Preta,Atletico-MG,1,2,A,2.57,3.3,3
27/08/2017,Avai,Chapecoense-SC,1,0,H,2.72,3.02,3.06
27/08/2017,Cruzeiro,Santos,1,1,D,1.8,3.64,5.16
29/08/2017,Coritiba,Vitoria,0,1,A,2.14,3.45,3.72
02/09/2017,Gremio,Sport Recife,5,0,H,1.74,3.64,5.75
09/09/2017,Atletico-MG,Palmeiras,1,1,D,2.09,3.55,3.78
09/09/2017,Vasco,Gremio,1,0,H,3.15,3.19,2.54
09/09/2017,Sao Paulo,Ponte Preta,2,2,D,1.72,3.84,5.41
10/09/2017,Athletico-PR,Coritiba,1,1,D,1.83,3.45,5.31
10/09/2017,Santos,Corinthians,2,0,H,2.52,3.22,3.15
10/09/2017,Sport Recife,Avai,0,1,A,1.47,4.29,8.83
10/09/2017,Vitoria,Fluminense,2,2,D,2.31,3.43,3.34
10/09/2017,Botafogo RJ,Flamengo RJ,2,0,H,3.56,3.36,2.24
10/09/2017,Chapecoense-SC,Cruzeiro,1,2,A,3.35,3.19,2.42
12/09/2017,Atletico GO,Bahia,1,1,D,2.63,3.17,3.04
16/09/2017,Botafogo RJ,Santos,2,0,H,2.02,3.35,4.3
17/09/2017,Ponte Preta,Atletico GO,1,3,A,1.64,3.83,6.51
17/09/2017,Avai,Atletico-MG,1,1,D,3.9,3.31,2.14
17/09/2017,Athletico-PR,Fluminense,3,1,H,1.74,3.75,5.45
17/09/2017,Corinthians,Vasco,1,0,H,1.57,4.03,7.09
17/09/2017,Flamengo RJ,Sport Recife,2,0,H,1.47,4.61,7.79
17/09/2017,Gremio,Chapecoense-SC,0,1,A,1.65,3.83,6.27
17/09/2017,Vitoria,Sao Paulo,1,2,A,2.59,3.38,2.92
17/09/2017,Cruzeiro,Bahia,1,0,H,1.52,4.17,7.85
19/09/2017,Palmeiras,Coritiba,1,0,H,1.43,4.68,9.06
23/09/2017,Flamengo RJ,Avai,1,1,D,1.42,4.73,9.31
24/09/2017,Santos,Athletico-PR,1,0,H,1.97,3.43,4.42
24/09/2017,Sao Paulo,Corinthians,1,1,D,2.31,3.32,3.45
24/09/2017,Atletico GO,Cruzeiro,1,2,A,2.87,3.31,2.67
24/09/2017,Chapecoense-SC,Ponte Preta,1,0,H,1.93,3.4,4.72
24/09/2017,Coritiba,Botafogo RJ,2,3,A,2.4,3.1,3.5
24/09/2017,Fluminense,Palmeiras,0,1,A,3.17,3.47,2.37
24/09/2017,Atletico-MG,Vitoria,1,3,A,1.53,4.52,6.66
24/09/2017,Bahia,Gremio,1,0,H,2.43,3.19,3.33
26/09/2017,Sport Recife,Vasco,1,1,D,1.85,3.63,4.78
30/09/2017,Bahia,Coritiba,1,1,D,1.93,3.52,4.51
30/09/2017,Vasco,Chapecoense-SC,1,1,D,2.1,3.32,4.05
30/09/2017,Palmeiras,Santos,0,1,A,1.64,3.9,6.28
01/10/2017,Avai,Atletico GO,0,2,A,2.22,3.33,3.64
01/10/2017,Botafogo RJ,Vitoria,2,3,A,1.78,3.72,5.18
01/10/2017,Cruzeiro,Corinthians,1,1,D,2.14,3.3,3.91
01/10/2017,Gremio,Fluminense,1,0,H,1.7,3.84,5.62
01/10/2017,Sao Paulo,Sport Recife,1,0,H,1.6,4.28,6.04
01/10/2017,Athletico-PR,Atletico-MG,0,2,A,2.25,3.4,3.47
03/10/2017,Ponte Preta,Flamengo RJ,1,0,H,3.61,3.2,2.29
07/10/2017,Cruzeiro,Ponte Preta,2,1,H,1.63,3.84,6.68
11/10/2017,Athletico-PR,Atletico GO,2,2,D,1.6,4.17,6.29
11/10/2017,Botafogo RJ,Chapecoense-SC,2,1,H,1.76,3.67,5.43
12/10/2017,Corinthians,Coritiba,3,1,H,1.56,4.15,6.9
12/10/2017,Atletico-MG,Sao Paulo,1,0,H,2.18,3.58,3.47
12/10/2017,Avai,Vasco,1,2,A,2.64,3.13,3.06
12/10/2017,Gremio,Cruzeiro,0,1,A,2.01,3.3,4.44
12/10/2017,Flamengo RJ,Fluminense,1,1,D,1.65,4.15,5.7
12/10/2017,Ponte Preta,Santos,1,1,D,2.4,3.22,3.37
12/10/2017,Vitoria,Sport Recife,1,2,A,2.31,3.56,3.23
13/10/2017,Palmeiras,Bahia,2,2,D,1.57,4.13,6.79
14/10/2017,Vasco,Botafogo RJ,1,0,H,2.79,3.15,2.86
15/10/2017,Sao Paulo,Athletico-PR,2,1,H,1.83,3.67,4.83
15/10/2017,Atletico GO,Palmeiras,1,3,A,4.1,3.54,2.01
15/10/2017,Chapecoense-SC,Flamengo RJ,0,1,A,3.71,3.36,2.18
15/10/2017,Fluminense,Avai,1,0,H,1.68,3.79,6.05
15/10/2017,Sport Recife,Atletico-MG,1,1,D,2.26,3.53,3.34
15/10/2017,Bahia,Corinthians,2,0,H,2.63,3.24,2.96
15/10/2017,Coritiba,Gremio,0,1,A,3.37,3.18,2.42
16/10/2017,Santos,Vitoria,2,2,D,1.67,4.01,5.71
18/10/2017,Atletico GO,Vasco,0,1,A,2.65,3.29,2.91
18/10/2017,Coritiba,Cruzeiro,1,0,H,3.52,3.25,2.31
19/10/2017,Atletico-MG,Chapecoense-SC,2,3,A,1.52,4.54,6.9
19/10/2017,Avai,Botafogo RJ,1,1,D,2.85,3.12,2.83
19/10/2017,Corinthians,Gremio,0,0,D,2.18,3.21,3.91
19/10/2017,Fluminense,Sao Paulo,3,1,H,2.79,3.46,2.65
19/10/2017,Palmeiras,Ponte Preta,2,0,H,1.47,4.3,8.79
19/10/2017,Vitoria,Athletico-PR,2,3,A,2.29,3.37,3.44
20/10/2017,Flamengo RJ,Bahia,4,1,H,1.48,4.44,8.03
20/10/2017,Sport Recife,Santos,1,1,D,1.99,3.69,3.96
21/10/2017,Vasco,Coritiba,1,1,D,2.05,3.37,4.15
22/10/2017,Athletico-PR,Sport Recife,2,1,H,1.87,3.67,4.6
22/10/2017,Bahia,Vitoria,2,1,H,2.14,3.42,3.78
22/10/2017,Cruzeiro,Atletico-MG,1,3,A,2.05,3.33,4.25
22/10/2017,Gremio,Palmeiras,1,3,A,2.92,3.07,2.8
22/10/2017,Santos,Atletico GO,1,0,H,1.53,4.39,7.05
22/10/2017,Sao Paulo,Flamengo RJ,2,0,H,2.46,3.35,3.14
22/10/2017,Chapecoense-SC,Fluminense,2,0,H,2.04,3.61,3.9
22/10/2017,Ponte Preta,Avai,1,2,A,1.69,3.62,6.27
23/10/2017,Botafogo RJ,Corinthians,2,1,H,2.76,3.1,2.94
28/10/2017,Sao Paulo,Santos,2,1,H,1.97,3.52,4.3
28/10/2017,Flamengo RJ,Vasco,0,0,D,1.7,3.83,5.62
29/10/2017,Athletico-PR,Chapecoense-SC,0,0,D,1.82,3.71,4.86
29/10/2017,Atletico-MG,Botafogo RJ,0,0,D,1.68,3.93,5.67
29/10/2017,Fluminense,Bahia,1,1,D,2.17,3.46,3.63
29/10/2017,Ponte Preta,Corinthians,1,0,H,3.44,3.29,2.32
29/10/2017,Sport Recife,Coritiba,3,4,A,1.87,3.59,4.71
29/10/2017,Vitoria,Atletico GO,1,1,D,1.61,4.38,5.66
29/10/2017,Avai,Gremio,2,2,D,2.46,3.09,3.39
30/10/2017,Palmeiras,Cruzeiro,2,2,D,1.76,3.8,5.16
04/11/2017,Santos,Atletico-MG,3,1,H,2.34,3.6,3.13
04/11/2017,Atletico GO,Sao Paulo,0,1,A,3.65,3.61,2.11
04/11/2017,Botafogo RJ,Fluminense,1,2,A,2.03,3.44,4.13
04/11/2017,Coritiba,Avai,4,0,H,1.76,3.68,5.38
05/11/2017,Corinthians,Palmeiras,3,2,H,2.42,3.21,3.34
05/11/2017,Cruzeiro,Athletico-PR,1,0,H,1.86,3.42,5.09
05/11/2017,Gremio,Flamengo RJ,3,1,H,2.38,3.16,3.49
05/11/2017,Bahia,Ponte Preta,2,0,H,1.75,3.69,5.47
05/11/2017,Chapecoense-SC,Sport Recife,1,1,D,2.29,3.33,3.46
05/11/2017,Vasco,Vitoria,1,1,D,2.15,3.49,3.65
08/11/2017,Avai,Bahia,1,2,A,2.9,3.17,2.75
08/11/2017,Ponte Preta,Gremio,0,1,A,2.3,3.22,3.57
08/11/2017,Athletico-PR,Corinthians,0,1,A,2.49,3.16,3.25
08/11/2017,Sport Recife,Botafogo RJ,1,2,A,2.03,3.53,4.01
08/11/2017,Flamengo RJ,Cruzeiro,2,0,H,1.75,3.75,5.36
08/11/2017,Santos,Vasco,1,2,A,1.57,4.24,6.54
08/11/2017,Vitoria,Palmeiras,3,1,H,2.88,3.51,2.54
09/11/2017,Atletico-MG,Atletico GO,3,2,H,1.33,5.57,10.87
09/11/2017,Sao Paulo,Chapecoense-SC,2,2,D,1.61,3.99,6.53
09/11/2017,Fluminense,Coritiba,2,2,D,1.99,3.5,4.21
11/11/2017,Botafogo RJ,Athletico-PR,0,1,A,2.1,3.38,3.94
11/11/2017,Corinthians,Avai,1,0,H,1.46,4.52,8.37
12/11/2017,Atletico GO,Sport Recife,2,0,H,3.29,3.5,2.3
12/11/2017,Gremio,Vitoria,1,1,D,1.95,3.64,4.16
12/11/2017,Palmeiras,Flamengo RJ,2,0,H,2.03,3.62,3.9
12/11/2017,Vasco,Sao Paulo,1,1,D,3.02,3.29,2.57
12/11/2017,Bahia,Atletico-MG,2,2,D,2.15,3.57,3.57
12/11/2017,Coritiba,Ponte Preta,1,1,D,1.85,3.65,4.76
12/11/2017,Cruzeiro,Fluminense,3,1,H,1.68,3.81,5.96
13/11/2017,Chapecoense-SC,Santos,2,0,H,2.43,3.24,3.28
15/11/2017,Ponte Preta,Athletico-PR,2,1,H,2.12,3.35,3.93
15/11/2017,Cruzeiro,Avai,2,2,D,1.53,4.25,7.23
15/11/2017,Gremio,Sao Paulo,1,0,H,2.04,3.31,4.32
15/11/2017,Corinthians,Fluminense,3,1,H,1.58,4.01,6.93
15/11/2017,Vasco,Atletico-MG,1,1,D,2.77,3.33,2.76
16/11/2017,Botafogo RJ,Atletico GO,1,2,A,1.5,4.43,7.51
16/11/2017,Chapecoense-SC,Vitoria,2,1,H,2.6,3.3,2.96
16/11/2017,Palmeiras,Sport Recife,5,1,H,1.57,4.47,6.09
16/11/2017,Bahia,Santos,3,1,H,1.93,3.53,4.35
16/11/2017,Coritiba,Flamengo RJ,1,0,H,3.11,3.27,2.51
19/11/2017,Atletico GO,Chapecoense-SC,1,1,D,2.5,3.44,2.99
19/11/2017,Flamengo RJ,Corinthians,3,0,H,1.67,3.89,5.88
19/11/2017,Sao Paulo,Botafogo RJ,0,0,D,2.18,3.38,3.71
19/11/2017,Sport Recife,Bahia,1,0,H,1.88,3.98,4.15
19/11/2017,Vitoria,Cruzeiro,1,1,D,1.89,3.76,4.36
19/11/2017,Atletico-MG,Coritiba,3,0,H,1.55,4.42,6.54
19/11/2017,Athletico-PR,Vasco,3,1,H,2.03,3.39,4.21
19/11/2017,Santos,Gremio,1,0,H,1.5,4.4,7.62
20/11/2017,Fluminense,Ponte Preta,2,0,H,1.88,3.46,4.9
20/11/2017,Avai,Palmeiras,2,1,H,4.04,3.56,1.99
25/11/2017,Fluminense,Sport Recife,1,2,A,2.21,3.5,3.49
